alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1732980437.9534,elite,3422.5923665792,1716092516.8334,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732512677,1732980549.8449,29331,http,http://72.10.160.90:29331,false,660.91847419739,669,106070,0.62676247669549,72.10.160.90
true,1732980522.295,elite,2968.9931814967,1722834171.822,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732592816,1732980547.4966,4013,http,http://72.10.164.178:4013,false,1325.2346515656,613,63010,0.96348804677554,72.10.164.178
true,1732980037.8619,elite,1280.7636420345,1732785005.3289,"AS16509 Amazon.com, Inc.",AMAZON-02,Portland,"North America",NA,"United States",US,,true,"Amazon.com, Inc.",45.5235,-122.676,false,"AWS EC2 (us-west-2)",false,Oregon,success,America/Los_Angeles,97207,1732785006,1732980545.4559,8080,http,http://44.224.105.66:8080,false,469.30956840515,1541,1041,59.682416731216,44.224.105.66
true,1732979993.579,elite,2969.8379977137,1716754534.0052,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732392465,1732980545.3452,10355,http,http://72.10.164.178:10355,false,855.35788536072,819,105923,0.76727061512807,72.10.164.178
true,1732980272.7005,elite,1374.1547796461,1731797256.4529,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732887257,1732980539.5015,23011,http,http://67.43.236.19:23011,false,1521.4684009552,9,4158,0.21598272138229,67.43.236.19
true,1732980530.9764,transparent,958.89227540637,1712517613.4132,"AS21334 Vodafone Hungary Ltd.",ASN-VODAFONE-HU,Budapest,Europe,EU,Hungary,HU,,false,UPC,47.5636,19.0947,false,"UPC Magyarorszag Kft.",true,Budapest,success,Europe/Budapest,1164,1732536512,1732980530.9764,18080,http,http://178.48.68.61:18080,false,1603.5375595093,303879,25644,92.217842153658,178.48.68.61
true,1732980530.2255,elite,2785.5742996953,1727295119.1177,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732917496,1732980530.2255,31051,http,http://67.43.227.227:31051,false,612.63680458069,270,30298,0.88327662915467,67.43.227.227
true,1732979776.4664,anonymous,2574.3827338457,1730728861.5728,"AS4230 CLARO S.A.","CLARO S.A.","Simões Filho","South America",SA,Brazil,BR,,false,"Claro S.A",-12.7844,-38.4039,true,"Telcabos - Telecomunicações e Informática",true,Bahia,success,America/Bahia,43700,1732543776,1732980526.6842,80,http,http://187.28.39.185:80,false,688.69805335999,12631,14640,46.316600051337,187.28.39.185
true,1732980035.9289,elite,3132.0058125169,1722093957.2218,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732531901,1732980520.32,3957,http,http://72.10.160.90:3957,false,881.54745101929,469,57331,0.81141868512111,72.10.160.90
true,1732980484.4026,anonymous,2624.1111341749,1730750804.1689,"AS4230 CLARO S.A.","CLARO S.A.","Simões Filho","South America",SA,Brazil,BR,,false,"Claro S.A",-12.7844,-38.4039,true,"Telcabos - Telecomunicações e Informática",true,Bahia,success,America/Bahia,43700,1732565517,1732980520.1836,80,http,http://187.28.39.189:80,false,1711.8153572083,12613,14310,46.848419566913,187.28.39.189
true,1732980506.0644,elite,5867.5225351168,1732924244.1225,"AS264628 CORPORACION FIBEX TELECOM, C.A.","CORPORACION FIBEX TELECOM, C.A.",Barinas,"South America",SA,Venezuela,VE,,false,"CORPORACION FIBEX TELECOM, C.A.",8.6311,-70.2079,false,,false,Barinas,success,America/Caracas,,1732928700,1732980519.3566,8989,http,http://190.120.251.17:8989,false,1116.9135570526,46,721,5.9973924380704,190.120.251.17
true,1732980514.6439,elite,771.39804620933,1732910632.7006,"AS54825 Packet Host, Inc.",PACKET,Tokyo,Asia,AS,Japan,JP,,true,"Packet Host, Inc.",35.6893,139.6899,false,"Equinix Services, Inc",false,Tokyo,success,Asia/Tokyo,151-0053,1732910634,1732980514.6439,443,http,http://136.144.52.41:443,false,748.97956848145,953,65,93.614931237721,136.144.52.41
true,1732979906.7903,anonymous,2610.2503998498,1730730455.2208,"AS4230 CLARO S.A.","CLARO S.A.","Simões Filho","South America",SA,Brazil,BR,,false,"Claro S.A",-12.7844,-38.4039,true,"Telcabos - Telecomunicações e Informática",true,Bahia,success,America/Bahia,43700,1732545216,1732980502.1032,80,http,http://187.28.39.188:80,false,1865.2703762054,12753,14488,46.815461987445,187.28.39.188
true,1732980453.259,elite,3136.4009388436,1719973051.4729,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732908315,1732980501.9444,1881,http,http://72.10.160.90:1881,false,540.23194313049,590,75228,0.77817932417104,72.10.160.90
true,1732972025.5576,elite,1043.8201969082,1696968460.0216,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,Fairlie-Poplar,true,"Performive LLC",33.7549,-84.3897,false,"Total Server Solutions L.L.C",true,Georgia,success,America/New_York,30303,1732509609,1732972025.5576,39078,socks4,socks4://198.8.94.174:39078,true,790.69447517395,121276,195447,38.290872465846,198.8.94.174
true,1732960554.4769,elite,959.98542591196,1696966771.793,"AS46562 Performive LLC",PERFORMIVE,"Beverly Hills","North America",NA,"United States",US,,true,"Performive LLC",34.0625,-118.384,false,"ZeroLag Communications",true,California,success,America/Los_Angeles,90211,1732788356,1732960554.4769,4145,socks4,socks4://199.102.105.242:4145,true,992.90919303894,121082,187187,39.278033146375,199.102.105.242
true,1732921899.4551,transparent,5494.971548053,1732699097.4179,"AS139460 PT Maxindo Mitra Solusi",MMS-AS-ID,Surabaya,Asia,AS,Indonesia,ID,,false,"PT Maxindo Mitra Solusi",-7.2484,112.7419,false,"PT Maxindo Content Solution",true,"East Java",success,Asia/Jakarta,60112,1732700916,1732921899.4551,57413,http,http://146.196.109.237:57413,false,1570.1484680176,417,2945,12.403331350387,146.196.109.237
true,1732918667.8714,elite,4209.4993685421,1723130395.5339,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732880450,1732918667.8714,1031,socks4,socks4://67.43.228.253:1031,true,1073.7762451172,76,15512,0.48755452912497,67.43.228.253
true,1732908722.2679,elite,8981.8587096061,1716831293.2444,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Singapore,Asia,AS,Singapore,SG,"Downtown Core",true,"Shenzhen Tencent Computer Systems Company Limited",1.28423,103.852,false,"Aceville Pte.ltd",false,"Central Singapore",success,Asia/Singapore,048616,1732679665,1732908722.2679,24257,socks4,socks4://43.159.18.186:24257,true,1984.9870204926,472,81092,0.57868667549409,43.159.18.186
true,1732906011.8041,elite,4148.786734693,1702547563.5833,"AS138191 Weblink Communications Ltd",WEBLINKLTD-AS-AP,Gafargaon,Asia,AS,Bangladesh,BD,,false,"Weblink Communications Ltd",24.2204,90.4125,false,"Weblink Communications Ltd",true,"Mymensingh Division",success,Asia/Dhaka,,1732821396,1732906011.8041,9898,socks4,socks4://103.197.48.49:9898,true,958.64129066467,9915,207580,4.5587254879423,103.197.48.49
true,1732900194.4828,transparent,5660.2624074623,1732322171.1879,"AS265575 Tecnologias Avanzadas S. de R.L. de C.V.","Tecnologias Avanzadas S. de R.L. de C.V.",Mexicali,"North America",NA,Mexico,MX,,false,"Tecnologías Avanzadas S. de R.L. de C.V.",32.6323,-115.3183,false,"Tecnologías Avanzadas S. de R.L. de C.V",false,"Baja California",success,America/Tijuana,21395,1732322172,1732900194.4828,999,http,http://143.202.78.249:999,false,400.0244140625,1687,7258,18.859698155394,143.202.78.249
true,1732892399.7355,elite,9894.10581978,1720496320.0426,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.4777,12.3649,false,Hetzner,true,Saxony,success,Europe/Berlin,08223,1732418783,1732892399.7355,4167,socks4,socks4://162.55.95.91:4167,true,863.11554908752,245,43447,0.5607433855168,162.55.95.91
true,1732887506.643,elite,9760.0877123668,1723135743.482,"AS396982 Google LLC",GOOGLE-CLOUD-PLATFORM,"Mountain View","North America",NA,"United States",US,,true,"Google LLC",37.422,-122.084,false,"Google LLC",true,California,success,America/Los_Angeles,94043,1732378322,1732887506.643,53408,socks4,socks4://104.154.112.69:53408,true,815.37985801697,133,24474,0.54049660665664,104.154.112.69
true,1732865446.7574,transparent,6225.6577146464,1723017072.3353,"AS34918 Pishgaman Toseeh Ertebatat Company (Private Joint Stock)",PISHGAMAN-DATACENTER,Tehran,Asia,AS,Iran,IR,"District 6",false,PISHGAMAN,35.7337,51.4021,false,,false,Tehran,success,Asia/Tehran,,1732782868,1732865446.7574,8080,http,http://185.126.5.72:8080,false,1291.476726532,145,2096,6.4703257474342,185.126.5.72
true,1732864901.3487,transparent,5551.9228368192,1722285172.531,"AS17451 BIZNET NETWORKS",BIZNET-AS-AP,"Kebon Jeruk",Asia,AS,Indonesia,ID,,false,BIZNET,-6.1998,106.7631,false,,true,Jakarta,success,Asia/Jakarta,11510,1732608274,1732864901.3487,88,http,http://203.142.86.249:88,false,941.05839729309,5180,18940,21.475953565506,203.142.86.249
true,1732839358.8477,elite,4019.8561939539,1716227313.4283,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"Santa Clara","North America",NA,"United States",US,,true,"DigitalOcean, LLC",37.3931,-121.962,false,"DigitalOcean, LLC",true,California,success,America/Los_Angeles,95054,1732581489,1732839358.8477,32776,socks4,socks4://146.190.53.175:32776,true,989.02153968811,510,71699,0.70628315029982,146.190.53.175
true,1732810849.3276,elite,4038.9118554857,1721836324.3642,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732509482,1732810849.3276,6907,socks4,socks4://67.43.236.18:6907,true,927.07633972168,225,43901,0.50990345827857,67.43.236.18
true,1732809886.7963,elite,10841.621063165,1722212323.8715,"AS4765 Pacific Internet Pte Ltd",PACIFICINTERNET-AS-AP,Bangkok,Asia,AS,Thailand,TH,,false,"Pacific Internet (Thailand) Pte Ltd",13.8054,100.6751,false,"Pacific Internet (Thailand) Pte Ltd",false,Bangkok,success,Asia/Bangkok,10200,1732217310,1732809886.7963,21320,socks4,socks4://203.121.145.34:21320,true,878.11255455017,169,35200,0.47781955950126,203.121.145.34
true,1732807029.5369,elite,10259.886441453,1722435251.4576,"AS3352 TELEFONICA DE ESPANA S.A.U.",Telefonica_de_Espana,Adeje,Europe,EU,Spain,ES,,false,"RIMA (Red IP Multi Acceso)",28.1315,-16.7407,false,,false,"Canary Islands",success,Atlantic/Canary,38670,1732445449,1732807029.5369,3352,socks4,socks4://2.137.22.252:3352,true,734.8804473877,193,37505,0.51196349938989,2.137.22.252
true,1732793913.3554,elite,2273.7194450551,1697037700.9485,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4213,-87.2169,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1732666810,1732793913.3554,4145,socks4,socks4://184.181.217.194:4145,true,784.02900695801,98884,171197,36.612719887737,184.181.217.194
true,1732766079.7671,elite,891.31530237749,1696983091.0548,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,"New Iberia","North America",NA,"United States",US,,false,"Cox Communications Inc.",30.027,-91.7605,false,"Cox Communications Inc.",true,Louisiana,success,America/Chicago,70563,1732432432,1732766079.7671,4145,socks4,socks4://174.64.199.79:4145,true,911.53788566589,125125,158506,44.115417567191,174.64.199.79
true,1732763083.5438,elite,5730.0206891404,1720364040.4227,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",ALIBABA-CN-NET,Beijing,Asia,AS,China,CN,,true,"Hangzhou Alibaba Advertising Co., Ltd.",39.911,116.395,false,"Aliyun Computing Co.",true,Beijing,success,Asia/Shanghai,,1732595910,1732763083.5438,8080,socks4,socks4://8.130.71.75:8080,true,976.01532936096,926,63728,1.4322393046061,8.130.71.75
true,1732756232.1562,elite,8650.7427737568,1721665823.2404,"AS212317 Hetzner Online GmbH",HETZNER-CLOUD3-AS,Hillsboro,"North America",NA,"United States",US,,false,"Hetzner Online GmbH",45.526,-122.9874,false,"Hetzner Online GmbH",true,Oregon,success,America/Los_Angeles,97129,1732551192,1732756232.1562,8080,socks4,socks4://5.78.86.132:8080,true,1441.9710636139,264,48997,0.53592091106555,5.78.86.132
true,1732753970.8437,elite,6619.8059444474,1711769152.0855,"AS50926 AXARNET COMUNICACIONES, S.L.",AXARNET-AS,Madrid,Europe,EU,Spain,ES,,true,"AXARNET COMUNICACIONES, S.L.",40.4333,-3.68759,false,,true,Madrid,success,Europe/Madrid,28046,1732671554,1732753970.8437,13337,socks4,socks4://37.32.98.160:13337,true,803.53188514709,817,14225,5.4314585826353,37.32.98.160
true,1732749617.9139,elite,4225.6645422715,1720650117.2279,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732659654,1732749617.9139,11021,socks4,socks4://67.43.228.251:11021,true,341.58396720886,169,34543,0.48686333256511,67.43.228.251
true,1732741528.3726,anonymous,6023.9971200625,1732698680.3901,"AS136089 PT Mitra Mandiri Network",IDNIC-MMNET-AS-ID,Jatibarang,Asia,AS,Indonesia,ID,,false,"PT Mitra Mandiri Network",-6.48532,108.066,false,"PT Mitra Mandiri Network",false,"West Java",success,Asia/Jakarta,,1732699595,1732741528.3726,8070,http,http://157.66.16.33:8070,false,1504.2932033539,60,590,9.2307692307692,157.66.16.33
true,1732725278.0399,elite,2128.4683025916,1697036864.3718,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Roanoke,"North America",NA,"United States",US,,false,"Cox Communications Inc.",37.2613,-79.9335,false,"Cox Communications Inc.",true,Virginia,success,America/New_York,24023,1732148805,1732725379.8346,4145,socks4,socks4://184.178.172.17:4145,true,1761.9547843933,108115,210584,33.923859190019,184.178.172.17
true,1732688613.7533,elite,6010.5614181425,1713607587.2204,"AS398101 GoDaddy.com, LLC",GO-DADDY-COM-LLC,Ashburn,"North America",NA,"United States",US,,false,"GoDaddy.com, LLC",39.0469,-77.4903,false,"GoDaddy.com, LLC",true,Virginia,success,America/New_York,20149,1732329183,1732688613.7533,23565,socks4,socks4://72.167.221.157:23565,true,924.27825927734,1221,84760,1.420081180726,72.167.221.157
true,1732684624.888,elite,3825.8810476257,1696982804.8647,"AS13489 UNE EPM TELECOMUNICACIONES S.A.","UNE EPM TELECOMUNICACIONES S.A.",Medellín,"South America",SA,Colombia,CO,,false,"EPM Telecomunicaciones S.A. E.S.P.",6.2529,-75.5646,false,"EPM Telecomunicaciones S.A. E.S.P",true,Antioquia,success,America/Bogota,050021,1732505919,1732684624.888,30431,socks4,socks4://181.129.74.58:30431,true,700.58941841125,19919,242377,7.5940921706774,181.129.74.58
true,1732682498.3184,elite,4026.2004554917,1714027585.6049,"AS37638 Orioncom SPRL",Orioncom,Gandajika,Africa,AF,"DR Congo",CD,,false,ORIONCOM-SAT,-6.7502,23.9516,true,,true,Lomami,success,Africa/Lubumbashi,,1732602053,1732682498.3184,1080,socks4,socks4://41.190.232.26:1080,true,1755.3770542145,7479,189798,3.791116044952,41.190.232.26
true,1732647523.4568,elite,1023.7717186223,1696967518.628,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.7488,-84.3877,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1732075100,1732647829.4166,16137,socks4,socks4://192.252.215.5:16137,true,757.52234458923,122382,191560,38.982359798944,192.252.215.5
true,1732647815.8091,transparent,5817.1902187558,1719738261.4379,"AS45305 Lintas Data Prima, PT",LDP-AS-ID,Purbalingga,Asia,AS,Indonesia,ID,,false,"Lintas Data Prima, PT",-7.3884,109.3712,false,"CV. MEDIA COMPUTINDO",true,"Central Java",success,Asia/Jakarta,53361,1732403466,1732647815.8091,1111,http,http://103.54.80.193:1111,false,551.1212348938,6508,66433,8.9222796506766,103.54.80.193
true,1732600374.4967,elite,1032.6417720079,1696984336.3239,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,Fairlie-Poplar,true,"Performive LLC",33.7549,-84.3897,false,"Total Server Solutions L.L.C.",true,Georgia,success,America/New_York,30303,1732515035,1732600381.8547,4145,socks4,socks4://192.111.130.2:4145,true,718.76859664917,120678,179670,40.17939190539,192.111.130.2
true,1732574575.151,elite,799.58428872235,1724949731.17,"AS201999 Fanavari Serverpars Argham Gostar Company Ltd.",Serverpars,Kerman,Asia,AS,Iran,IR,,true,"Serverpars Webhosting",30.28,57.0724,false,,true,Kerman,success,Asia/Tehran,,1732275205,1732574620.1985,80,http,http://185.159.153.234:80,false,780.4594039917,15345,14419,51.555570487838,185.159.153.234
true,1732561026.6287,elite,7987.1392250061,1716593181.7615,"AS63949 Akamai Connected Cloud",AKAMAI-LINODE-AP,Toronto,"North America",NA,Canada,CA,,true,"Akamai Technologies",43.6547,-79.3623,false,Linode,true,Ontario,success,America/Toronto,M5A,1732143223,1732561026.6287,2250,socks4,socks4://172.105.21.57:2250,true,844.88749504089,338,49309,0.68080649384656,172.105.21.57
true,1732560875.9068,elite,966.53378342013,1696966810.7775,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,"Downtown Los Angeles",true,"Performive LLC",34.046,-118.259,false,"Total Server Solutions",true,California,success,America/Los_Angeles,90017,1731975672,1732560875.9068,4145,socks4,socks4://206.220.175.2:4145,true,587.76688575745,119896,166202,41.907318471293,206.220.175.2
true,1732547905.9533,elite,3320.7955446748,1696980358.1909,"AS20115 Charter Communications",CHARTER-20115,"Bay City","North America",NA,"United States",US,,false,Spectrum,43.5945,-83.8889,false,"Americinn - Bay City / Sleep Inn - Midla",true,Michigan,success,America/Detroit,48706,1732061926,1732547905.9533,39593,socks4,socks4://96.36.50.99:39593,true,1562.4499320984,18809,244259,7.1498623929934,96.36.50.99
true,1732538439.0501,elite,10626.149207929,1720303003.0645,,,Cotonou,Africa,AF,Benin,BJ,,false,Univercell,6.37029,2.39124,false,"UNIVERCELL SA",false,Littoral,success,Africa/Porto-Novo,,1732501453,1732538439.0501,8888,socks4,socks4://160.0.245.255:8888,true,818.75729560852,259,46717,0.55134536784741,160.0.245.255
true,1732532286.2318,elite,5684.6469555582,1710540167.5172,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Slough,Europe,EU,"United Kingdom",GB,,true,"DigitalOcean, LLC",51.5368,-0.6718,false,"Digital Ocean",true,England,success,Europe/London,SL1,1731982281,1732532286.2318,36623,socks4,socks4://178.62.7.98:36623,true,996.87886238098,868,92144,0.93321291876317,178.62.7.98
true,1732528181.6986,elite,3666.1226600267,1710540171.7129,"AS8151 UNINET",UNINET,Irapuato,"North America",NA,Mexico,MX,,false,"Uninet S.A. de C.V.",20.6982,-101.3591,false,UNINET,true,Guanajuato,success,America/Mexico_City,36667,1732326389,1732528439.586,5678,socks4,socks4://187.216.144.170:5678,true,889.50109481812,14709,249426,5.5687432562894,187.216.144.170
true,1732523597.2074,elite,6979.0359950402,1710540216.7309,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,Pioneer,true,"DigitalOcean, LLC",1.32123,103.695,false,"DigitalOcean, LLC",true,"South West",success,Asia/Singapore,627753,1732519189,1732524094.298,59243,socks4,socks4://159.223.71.71:59243,true,951.25889778137,7223,127168,5.374615859693,159.223.71.71
true,1732453879.8549,elite,6144.129390935,1721621053.437,"AS262346 FP Telecomunicacoes Ltda","FP Telecomunicacoes Ltda",Morrinhos,"South America",SA,Brazil,BR,,false,"FP Telecomunicacoes Ltda",-17.8026,-49.0935,false,"FP Telecomunicacoes Ltda",true,Goiás,success,America/Sao_Paulo,75650,1732141086,1732453879.8549,4145,socks4,socks4://179.107.61.23:4145,true,786.64612770081,131,23913,0.54483447013808,179.107.61.23
true,1732453008.6296,elite,10149.772282304,1720473177.1429,"AS150008 Pioneer Elabs Ltd.",PEL-AS-IN,Hyderabad,Asia,AS,India,IN,,false,"Pioneer Elabs Ltd.",17.3724,78.4378,false,"Pioneer Elabs Ltd.",true,Telangana,success,Asia/Kolkata,500004,1732222257,1732453008.6296,83,socks4,socks4://43.249.224.172:83,true,1462.7170562744,261,52512,0.49457108748792,43.249.224.172
true,1732426042.4302,elite,4860.621378085,1711970684.6442,"AS16276 OVH SAS",OVH,Gravelines,Europe,EU,France,FR,,true,"OVH SAS",50.9871,2.12554,false,OVH,true,Hauts-de-France,success,Europe/Paris,59820,1732098952,1732426042.4302,21036,socks4,socks4://91.134.140.160:21036,true,1056.8120479584,3909,84925,4.4003422113155,91.134.140.160
true,1732400296.7575,elite,10223.407056425,1722723178.901,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.4777,12.3649,false,Hetzner,true,Saxony,success,Europe/Berlin,08223,1732049742,1732400296.7575,4701,socks4,socks4://138.201.21.218:4701,true,805.97400665283,154,30594,0.50084558345258,138.201.21.218
true,1732338073.7516,elite,7689.8665735798,1727944906.4976,"AS12876 SCALEWAY S.A.S.",AS12876,Paris,Europe,EU,France,FR,,true,"Online S.A.S.",48.8714,2.32141,false,ONLINE,true,Île-de-France,success,Europe/Paris,75008,1731826686,1732338073.7516,35512,socks4,socks4://212.83.138.192:35512,true,554.97193336487,62,11527,0.53499007679696,212.83.138.192
true,1732321372.8308,elite,3979.2663891424,1717249180.2419,"AS57523 Chang Way Technologies Co. Limited",changway-as,Moscow,Europe,EU,Russia,RU,,false,"Chang Way Technologies Co. Limited",55.7558,37.6173,false,"Starcrecium Limited",true,Moscow,success,Europe/Moscow,144700,1731763248,1732321372.8308,31714,socks4,socks4://185.122.204.56:31714,true,896.01230621338,463,70231,0.6549353551928,185.122.204.56
true,1732320769.7685,elite,4198.996380312,1710602919.7539,"AS4621 UNINET-TH",UNINET-AS-AP,"Pathum Thani",Asia,AS,Thailand,TH,,false,"Office of Info.Tech. Admin. for Educational Development",14.0435,100.6421,false,"Office of Info.Tech. Admin. Educational Development",true,"Pathum Thani",success,Asia/Bangkok,12000,1731972223,1732320769.7685,4153,socks4,socks4://202.29.218.138:4153,true,1098.3138084412,4553,143168,3.0821616425559,202.29.218.138
true,1732312932.405,elite,3836.0554789494,1696977983.4098,"AS23674 Nayatel (Pvt) Ltd",NAYATEL-PK,Islamabad,Asia,AS,Pakistan,PK,,false,"Nayatel (Pvt) Ltd",33.7233,73.0435,false,Micronet,false,Islamabad,success,Asia/Karachi,44000,1731816610,1732312932.405,4145,socks4,socks4://58.65.167.165:4145,true,718.08743476868,11796,254724,4.4259342638451,58.65.167.165
true,1732309252.1466,elite,3605.4311686563,1697067307.8293,"AS133469 Multinet (Udaipur) Private Limited",MULTINET-IN,Udaipur,Asia,AS,India,IN,,false,"Multi Acquisitions And Renewals",24.5854,73.7141,false,NIXI,true,Rajasthan,success,Asia/Kolkata,313001,1731718254,1732309252.1466,5678,socks4,socks4://123.253.124.28:5678,true,737.13946342468,21367,273149,7.2549538904508,123.253.124.28
true,1732273989.8323,elite,8538.6053656498,1715343898.2836,"AS200088 Artnet Sp. z o.o.",ARTNET2,Warsaw,Europe,EU,Poland,PL,,false,"Howick Digital",52.2297,21.0122,false,"John Macleod trading as Howick Digital",true,Mazovia,success,Europe/Warsaw,00-510,1731843718,1732273989.8323,52162,socks4,socks4://185.139.25.12:52162,true,772.22084999084,369,59185,0.61960573597072,185.139.25.12
true,1732254835.2767,elite,3972.108295062,1710564291.6845,"AS53160 UNIDASNET COMUNICACOES LTDA","UNIDASNET COMUNICACOES LTDA",Sapé,"South America",SA,Brazil,BR,,false,"Unidasnet Comunicacoes Ltda",-7.079,-35.2174,false,"Unidasnet Comunicacoes Ltda",true,Paraíba,success,America/Fortaleza,58340,1731745194,1732254835.2767,8011,socks4,socks4://187.19.127.246:8011,true,976.07326507568,10329,241015,4.1095072888153,187.19.127.246
true,1732250002.7248,elite,4542.1221767153,1730777063.0589,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1732032372,1732250002.7248,6499,socks4,socks4://72.10.160.171:6499,true,776.93843841553,28,6962,0.40057224606581,72.10.160.171
true,1732242522.2371,elite,10304.912244174,1720187717.2155,"AS1221 Telstra Limited",ASN-TELSTRA,Perth,Oceania,OC,Australia,AU,,false,"Telstra Limited",-31.9643,115.8595,false,"Telstra Corporation",false,"Western Australia",success,Australia/Perth,6830,1732111408,1732242522.2371,2049,socks4,socks4://101.175.158.163:2049,true,546.39935493469,141,27184,0.516010978957,101.175.158.163
true,1732198285.9255,elite,760.78512827634,1697030918.5628,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.7488,-84.3877,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1731995219,1732198285.9255,4145,socks4,socks4://192.252.216.81:4145,true,706.28786087036,116621,156055,42.76907391923,192.252.216.81
true,1732189658.1809,elite,10483.369449551,1726527150.2324,"AS5391 Hrvatski Telekom d.d.",T-HT,Čakovec,Europe,EU,Croatia,HR,,false,"Hrvatski Telekom d.d",46.3862,16.4308,false,,false,"Međimurje County",success,Europe/Zagreb,40000,1732055671,1732189658.1809,80,socks4,socks4://93.137.56.166:80,true,900.68864822388,89,17116,0.51729148503342,93.137.56.166
true,1732182472.6481,elite,4320.3434063125,1715186374.0923,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1731946984,1732182472.6481,5137,socks4,socks4://72.10.164.178:5137,true,867.68889427185,617,87886,0.6971515089884,72.10.164.178
true,1732169111.2126,elite,1766.3917044799,1732167574.7284,"AS56046 China Mobile communications corporation",CMNET-Jiangsu-AP,Qinnan,Asia,AS,China,CN,,false,"China Mobile communications corporation",33.1402,119.789,true,"China Mobile Communications Corporation",false,Jiangsu,success,Asia/Shanghai,,1732167577,1732169111.2126,99,http,http://218.205.43.68:99,false,1273.7851142883,24,2,92.307692307692,218.205.43.68
